Verein_nr;Spieler Name;player_nr;Datum;old_club_name;old_club_nr;old_club_country;new_club_name;new_club_nr;new_club_country;MW;Ablöse
;;649087;26.07.2020;tsv hartberg;4467;Aus;sk sturm graz;122;Austria;400 Tsd €;Leih Ende
;;649087;02.09.2019;sk sturm graz;122;Austria;tsv hartberg;4467;Aus;-;Leihe
;;649087;01.09.2019;yeelen olympique;60309;Mali;sk sturm graz;122;Austria;-;?
;;659313;03.01.2023;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;25 Tsd €;-
;;659313;01.07.2022;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;659313;24.02.2021;grasshopper club zurich u18;14543;Switzerland;fc zurich u18;14537;Switzerland;-;ablösefrei
;;659313;01.07.2020;grasshopper club zurich u16;32339;Switzerland;grasshopper club zurich u18;14543;Switzerland;-;-
;;659313;01.07.2019;grasshopper club zurich u15;56541;Switzerland;grasshopper club zurich u16;32339;Switzerland;-;-
;;659313;29.01.2018;sc yf juventus jugend;29921;Switzerland;grasshopper club zurich u15;56541;Switzerland;-;ablösefrei
;;426213;17.08.2023;fc porto;720;Portugal;fc zurich;260;Switzerland;1,00 Mio €;ablösefrei
;;426213;01.07.2022;fc porto b;10331;Portugal;fc porto;720;Portugal;500 Tsd €;-
;;426213;30.06.2022;moreirense fc;979;Portugal;fc porto b;10331;Portugal;500 Tsd €;Leih Ende
;;426213;22.07.2021;fc porto b;10331;Portugal;moreirense fc;979;Portugal;650 Tsd €;Leihe
;;426213;27.08.2020;benfica lissabon b;10330;Portugal;fc porto b;10331;Portugal;300 Tsd €;ablösefrei
;;426213;01.07.2019;benfica lissabon u19;8889;Portugal;benfica lissabon b;10330;Portugal;-;-
;;426213;01.07.2017;benfica lissabon u17;45618;Portugal;benfica lissabon u19;8889;Portugal;-;-
;;426213;01.07.2015;benfica lissabon u15;53954;Portugal;benfica lissabon u17;45618;Portugal;-;-
;;426213;01.01.2015;boavista fc u15;54531;Portugal;benfica lissabon u15;53954;Portugal;-;?
;;426213;01.07.2014;anadia fc u15;80993;Portugal;boavista fc u15;54531;Portugal;-;?
;;426213;01.07.2013;imortal dc jugend;52196;Portugal;anadia fc u15;80993;Portugal;-;ablösefrei
;;426213;01.01.2013;sc olhanense jugend;55425;Portugal;imortal dc jugend;52196;Portugal;-;?
;;426213;01.07.2012;cf belenenses jugend;55934;Portugal;sc olhanense jugend;55425;Portugal;-;?
;;691356;14.09.2022;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;25 Tsd €;-
;;691356;01.07.2021;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;691356;01.07.2019;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;691356;01.07.2017;fc uster jugend;57274;Switzerland;fc zurich u16;32338;Switzerland;-;ablösefrei
;;698560;01.07.2022;fc zlin;5545;Czech Republic;fc zurich;260;Switzerland;500 Tsd €;500 Tsd €
;;698560;24.01.2020;fc silon taborsko;28596;Czech Republic;fc zlin;5545;Czech Republic;50 Tsd €;65 Tsd €
;;698560;18.07.2019;fc sequence;36790;Guinea;fc silon taborsko;28596;Czech Republic;-;?
;;338864;15.02.2023;lillestrom sk;353;Norway;fc zurich;260;Switzerland;850 Tsd €;ablösefrei
;;338864;31.07.2019;ankaraspor;2944;Tï¿½rkiye;lillestrom sk;353;Norway;350 Tsd €;Leih Ende
;;338864;31.01.2019;lillestrom sk;353;Norway;ankaraspor;2944;Tï¿½rkiye;600 Tsd €;Leihgebühr:200 Tsd €
;;338864;28.07.2016;el kanemi warriors;30466;Nigeria;lillestrom sk;353;Norway;-;?
;;338864;30.06.2016;kano pillars;6799;Nigeria;el kanemi warriors;30466;Nigeria;-;Leih Ende
;;338864;05.02.2016;el kanemi warriors;30466;Nigeria;kano pillars;6799;Nigeria;-;Leihe
;;539809;14.09.2022;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;25 Tsd €;-
;;539809;01.07.2021;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;539809;01.07.2019;fc zurich jugend;54178;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;539809;04.07.2016;sg schwyz ibach;45660;Switzerland;fc zurich jugend;54178;Switzerland;-;ablösefrei
;;180090;01.07.2021;fc lausanne sport;527;Switzerland;fc zurich;260;Switzerland;600 Tsd €;ablösefrei
;;180090;07.01.2019;fk napredak krusevac;788;Serbia;fc lausanne sport;527;Switzerland;550 Tsd €;200 Tsd €
;;180090;13.07.2017;jfk ventspils;2782;Latvia;fk napredak krusevac;788;Serbia;275 Tsd €;ablösefrei
;;180090;01.08.2015;fk borac 1926 cacak;2209;Serbia;jfk ventspils;2782;Latvia;300 Tsd €;ablösefrei
;;180090;30.06.2012;fk rudar kostolac;26413;Serbia;fk borac 1926 cacak;2209;Serbia;100 Tsd €;Leih Ende
;;180090;01.01.2012;fk borac 1926 cacak;2209;Serbia;fk rudar kostolac;26413;Serbia;100 Tsd €;Leihe
;;282724;01.07.2021;fc valencia mestalla;6182;Spain;fc zurich;260;Switzerland;400 Tsd €;ablösefrei
;;282724;30.06.2021;fc lugano;2790;Switzerland;fc valencia mestalla;6182;Spain;400 Tsd €;Leih Ende
;;282724;17.08.2020;fc valencia mestalla;6182;Spain;fc lugano;2790;Switzerland;250 Tsd €;Leihe
;;282724;30.01.2019;fc reus deportiu 2020 ;13225;Spain;fc valencia mestalla;6182;Spain;100 Tsd €;ablösefrei
;;282724;02.07.2018;fc reus deportiu b 2020 ;40773;Spain;fc reus deportiu 2020 ;13225;Spain;-;-
;;282724;26.07.2017;fc barcelona u19;2470;Spain;fc reus deportiu b 2020 ;40773;Spain;-;ablösefrei
;;282724;01.07.2016;fc barcelona u18;39813;Spain;fc barcelona u19;2470;Spain;-;-
;;282724;01.07.2014;fc barcelona u16;14321;Spain;fc barcelona u18;39813;Spain;-;-
;;507477;30.06.2021;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;450 Tsd €;Leih Ende
;;507477;01.07.2019;fc zurich;260;Switzerland;fc wil 1900;850;Switzerland;100 Tsd €;Leihe
;;507477;03.07.2018;fc zurich u18;14537;Switzerland;fc zurich;260;Switzerland;-;-
;;507477;01.07.2017;fc zurich u17;33982;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;150963;30.06.2016;fc biel bienne 1896;2155;Switzerland;fc zurich;260;Switzerland;500 Tsd €;Leih Ende
;;150963;03.09.2015;fc zurich;260;Switzerland;fc biel bienne 1896;2155;Switzerland;500 Tsd €;Leihe
;;150963;02.09.2015;fc biel bienne 1896;2155;Switzerland;fc zurich;260;Switzerland;500 Tsd €;500 Tsd €
;;150963;01.07.2015;fc winterthur;242;Switzerland;fc biel bienne 1896;2155;Switzerland;500 Tsd €;ablösefrei
;;150963;02.09.2013;ac bellinzona;2047;Switzerland;fc winterthur;242;Switzerland;550 Tsd €;ablösefrei
;;150963;01.07.2011;fc locarno;2411;Switzerland;ac bellinzona;2047;Switzerland;250 Tsd €;ablösefrei
;;150963;01.07.2010;gc biaschesi;4771;Switzerland;fc locarno;2411;Switzerland;-;ablösefrei
;;150963;01.07.2009;ac bellinzona;2047;Switzerland;gc biaschesi;4771;Switzerland;-;ablösefrei
;;507412;30.06.2023;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;300 Tsd €;Leih Ende
;;507412;08.09.2021;fc zurich;260;Switzerland;fc wil 1900;850;Switzerland;100 Tsd €;Leihe
;;507412;18.06.2020;fc zurich u18;14537;Switzerland;fc zurich;260;Switzerland;-;-
;;507412;01.07.2018;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;289404;01.07.2022;nec nijmegen;467;Netherlands;fc zurich;260;Switzerland;800 Tsd €;ablösefrei
;;289404;24.08.2018;mvv maastricht;384;Netherlands;nec nijmegen;467;Netherlands;400 Tsd €;?
;;289404;09.08.2017;standard luttich 16 fc;24394;Belgium;mvv maastricht;384;Netherlands;150 Tsd €;ablösefrei
;;289404;30.06.2017;union saint gilloise;3948;Belgium;standard luttich 16 fc;24394;Belgium;150 Tsd €;Leih Ende
;;289404;31.01.2017;standard luttich 16 fc;24394;Belgium;union saint gilloise;3948;Belgium;100 Tsd €;Leihe
;;289404;04.01.2017;ksv roeselare 2020 ;2977;Belgium;standard luttich 16 fc;24394;Belgium;100 Tsd €;Leih Ende
;;289404;31.08.2016;standard luttich;3057;Belgium;ksv roeselare 2020 ;2977;Belgium;100 Tsd €;Leihe
;;289404;01.07.2016;standard luttich 16 fc;24394;Belgium;standard luttich;3057;Belgium;50 Tsd €;-
;;289404;01.07.2014;royal union tubize braine;3772;Belgium;standard luttich 16 fc;24394;Belgium;-;ablösefrei
;;289404;01.07.2013;r union tubize braine u17;66273;Belgium;royal union tubize braine;3772;Belgium;-;-
;;531461;14.08.2023;west ham united u21;9267;England;fc zurich;260;Switzerland;500 Tsd €;ablösefrei
;;531461;06.01.2023;swansea city;2288;Wales;west ham united u21;9267;England;500 Tsd €;Leih Ende
;;531461;30.08.2022;west ham united u21;9267;England;swansea city;2288;Wales;-;Leihe
;;531461;01.07.2021;celtic glasgow b;9043;Scotland;west ham united u21;9267;England;-;ablösefrei
;;531461;01.07.2019;celtic glasgow u18;67280;Scotland;celtic glasgow b;9043;Scotland;-;-
;;531461;31.08.2018;fc arsenal jugend;50683;England;celtic glasgow u18;67280;Scotland;-;ablösefrei
;;1111660;16.01.2024;atletico lusaka fc;98068;Zambia;fc zurich;260;Switzerland;-;?
;;1111660;31.12.2023;nkwazi fc;55433;Zambia;atletico lusaka fc;98068;Zambia;-;Leih Ende
;;1111660;08.08.2023;atletico lusaka fc;98068;Zambia;nkwazi fc;55433;Zambia;-;Leihe
;;1111660;30.06.2023;red arrows fc;9097;Zambia;atletico lusaka fc;98068;Zambia;-;Leih Ende
;;1111660;31.01.2022;atletico lusaka fc;98068;Zambia;red arrows fc;9097;Zambia;-;Leihe
;;451483;03.08.2020;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;550 Tsd €;Leih Ende
;;451483;25.07.2019;fc zurich;260;Switzerland;fc wil 1900;850;Switzerland;500 Tsd €;Leihe
;;451483;05.01.2017;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;-;-
;;451483;01.07.2016;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;451483;01.07.2015;fc zurich u17;33982;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;451483;01.07.2014;fc zurich u16;32338;Switzerland;fc zurich u17;33982;Switzerland;-;-
;;451483;01.07.2013;fc zurich jugend;54178;Switzerland;fc zurich u16;32338;Switzerland;-;-
;;451483;01.01.2009;sv hongg jugend;47209;Switzerland;fc zurich jugend;54178;Switzerland;-;?
;;754158;03.01.2023;hearts of oak;3601;Ghana;fc zurich;260;Switzerland;250 Tsd €;?
;;754158;01.07.2019;rahimo fc;48935;Burkina Faso;hearts of oak;3601;Ghana;-;?
;;862744;03.01.2023;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;200 Tsd €;-
;;862744;01.07.2022;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;862744;01.07.2021;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;819306;01.07.2022;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;819306;01.07.2021;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;819306;25.01.2021;grasshopper club zurich u16;32339;Switzerland;fc zurich u16;32338;Switzerland;-;ablösefrei
;;819306;08.07.2019;fc winterthur u16;40726;Switzerland;grasshopper club zurich u16;32339;Switzerland;-;-
;;45832;01.07.2022;al fateh sc;27221;Saudi Arabia;fc zurich;260;Switzerland;1,50 Mio €;ablösefrei
;;45832;10.08.2021;nk osijek;327;Croatia;al fateh sc;27221;Saudi Arabia;2,50 Mio €;ablösefrei
;;45832;25.02.2021;jiangsu fc 1994 2021 ;22219;China;nk osijek;327;Croatia;2,80 Mio €;ablösefrei
;;45832;29.07.2019;rsc anderlecht;58;Belgium;jiangsu fc 1994 2021 ;22219;China;3,50 Mio €;5,00 Mio €
;;45832;03.07.2018;sm caen;1162;France;rsc anderlecht;58;Belgium;5,00 Mio €;3,00 Mio €
;;45832;03.08.2016;standard luttich;3057;Belgium;sm caen;1162;France;2,20 Mio €;2,50 Mio €
;;45832;01.07.2015;kv kortrijk;601;Belgium;standard luttich;3057;Belgium;2,50 Mio €;1,60 Mio €
;;45832;01.07.2013;hnk zadar;2566;Croatia;kv kortrijk;601;Belgium;600 Tsd €;ablösefrei
;;45832;30.06.2013;sc freiburg;60;Germany;hnk zadar;2566;Croatia;600 Tsd €;Leih Ende
;;45832;01.01.2012;hnk zadar;2566;Croatia;sc freiburg;60;Germany;1,00 Mio €;Leihgebühr:300 Tsd €
;;45832;01.08.2009;fc ingolstadt 04;4795;Germany;hnk zadar;2566;Croatia;100 Tsd €;ablösefrei
;;45832;01.02.2009;;515;;fc ingolstadt 04;4795;Germany;-;-
;;45832;01.07.2008;aka red bull salzburg u18;11263;Austria;;515;;-;-
;;45832;01.01.2007;nk inker;918;Croatia;aka red bull salzburg u18;11263;Austria;-;?
;;45832;01.07.2006;hnk zadar;2566;Croatia;nk inker;918;Croatia;-;ablösefrei
;;496239;01.07.2022;fc stade lausanne ouchy;5499;Switzerland;grasshopper club zurich;504;Croatia;350 Tsd €;ablösefrei
;;496239;18.09.2020;fc basel 1893 u21;5299;Switzerland;fc stade lausanne ouchy;5499;Switzerland;25 Tsd €;ablösefrei
;;496239;01.07.2018;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;496239;13.07.2016;bsc old boys jugend;24775;Switzerland;fc basel 1893 u18;14322;Switzerland;-;Leihe
;;91410;01.07.2023;;515;;grasshopper club zurich;504;Switzerland;200 Tsd €;-
;;91410;01.01.2023;grasshopper club zurich;504;Switzerland;;515;;200 Tsd €;-
;;91410;27.09.2022;;515;;grasshopper club zurich;504;Switzerland;200 Tsd €;-
;;91410;01.07.2022;wolfsberger ac;4441;Austria;;515;;200 Tsd €;-
;;91410;01.07.2019;fc admira wacker modling;503;Austria;wolfsberger ac;4441;Austria;250 Tsd €;ablösefrei
;;91410;01.01.2012;fc admira wacker modling ii;4375;Austria;fc admira wacker modling;503;Austria;-;-
;;91410;01.07.2010;aka admira wacker modling u18;9699;Austria;fc admira wacker modling ii;4375;Austria;-;-
;;91410;02.04.2009;aka austria wien u16;42818;Austria;aka admira wacker modling u18;9699;Austria;-;ablösefrei
;;91410;01.07.2008;aka grazer ak u15;48605;Austria;aka austria wien u16;42818;Austria;-;ablösefrei
;;91410;06.07.2007;sv rothenthurn jugend;31424;Austria;aka grazer ak u15;48605;Austria;-;ablösefrei
;;91410;03.08.2005;sv stockenboi weissensee jugend;57331;Austria;sv rothenthurn jugend;31424;Austria;-;ablösefrei
;;91410;01.07.2004;sg drautal jugend 2016 ;41830;Austria;sv stockenboi weissensee jugend;57331;Austria;-;ablösefrei
;;91410;23.08.2001;sv stockenboi weissensee jugend;57331;Austria;sg drautal jugend 2016 ;41830;Austria;-;ablösefrei
;;499319;01.07.2023;vfb stuttgart ii;102;Germany;grasshopper club zurich;504;Switzerland;125 Tsd €;ablösefrei
;;499319;06.09.2021;fc basel 1893 u21;5299;Switzerland;vfb stuttgart ii;102;Germany;-;ablösefrei
;;499319;01.07.2020;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;499319;01.07.2019;fc basel 1893 u17;32337;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;499319;01.07.2018;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u17;32337;Switzerland;-;-
;;499319;01.07.2017;fc basel 1893 u15;59474;Switzerland;fc basel 1893 u16;32336;Switzerland;-;-
;;61150;15.02.2024;fc lugano;2790;Switzerland;grasshopper club zurich;504;Switzerland;100 Tsd €;ablösefrei
;;61150;11.07.2023;servette fc;61;Switzerland;fc lugano;2790;Switzerland;100 Tsd €;ablösefrei
;;61150;14.07.2021;msv duisburg;52;Germany;servette fc;61;Switzerland;125 Tsd €;ablösefrei
;;61150;29.08.2019;fc aarau;116;Switzerland;msv duisburg;52;Germany;250 Tsd €;ablösefrei
;;61150;01.07.2017;fc wil 1900;850;Switzerland;fc aarau;116;Switzerland;250 Tsd €;?
;;61150;01.07.2016;fc sion;321;Switzerland;fc wil 1900;850;Switzerland;250 Tsd €;350 Tsd €
;;61150;30.06.2016;fc aarau;116;Switzerland;fc sion;321;Switzerland;250 Tsd €;Leih Ende
;;61150;01.07.2015;fc sion;321;Switzerland;fc aarau;116;Switzerland;250 Tsd €;Leihe
;;61150;01.07.2010;fc vaduz;163;Lichtenstein;fc sion;321;Switzerland;100 Tsd €;?
;;61150;01.07.2009;grasshopper club zurich u21;5502;Switzerland;fc vaduz;163;Lichtenstein;-;ablösefrei
;;61150;01.07.2007;grasshopper club zurich u18;14543;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;-
;;61150;01.07.2005;fc winterthur jugend;20939;Switzerland;grasshopper club zurich u18;14543;Switzerland;-;ablösefrei
;;405389;18.01.2022;cerezo osaka;1022;Japan;grasshopper club zurich;504;Switzerland;900 Tsd €;?
;;405389;01.02.2019;cerezo osaka u18;25658;Japan;cerezo osaka;1022;Japan;50 Tsd €;-
;;448883;01.07.2023;lechia gdansk;4000;Poland;grasshopper club zurich;504;Japan;350 Tsd €;ablösefrei
;;448883;01.08.2020;fk liepaja;43162;Latvia;lechia gdansk;4000;Poland;225 Tsd €;100 Tsd €
;;448883;31.07.2020;lechia gdansk;4000;Poland;fk liepaja;43162;Latvia;225 Tsd €;Leih Ende
;;448883;17.01.2020;fk liepaja;43162;Latvia;lechia gdansk;4000;Poland;225 Tsd €;Leihe
;;448883;01.01.2018;fk liepaja ii;55312;Latvia;fk liepaja;43162;Latvia;-;-
;;488298;06.09.2023;tottenham hotspur u21;9254;England;grasshopper club zurich;504;Switzerland;200 Tsd €;?
;;488298;01.07.2021;tottenham hotspur u18;6928;England;tottenham hotspur u21;9254;England;200 Tsd €;-
;;488298;21.09.2020;fc flora tallinn;1002;Estonia;tottenham hotspur u18;6928;England;50 Tsd €;?
;;488298;01.01.2020;fc flora tallinn u21;52310;Estonia;fc flora tallinn;1002;Estonia;-;-
;;488298;01.01.2019;fc flora tallinn u19;25527;Estonia;fc flora tallinn u21;52310;Estonia;-;-
;;488298;01.07.2018;fc flora tallinn u17;47136;Estonia;fc flora tallinn u19;25527;Estonia;-;-
;;488298;01.01.2018;kalev tallinn jugend;47162;Estonia;fc flora tallinn u17;47136;Estonia;-;?
;;488298;01.01.2014;sk everest tallinn jugend;58684;Estonia;kalev tallinn jugend;47162;Estonia;-;?
;;293742;15.08.2023;wellington phoenix;8445;Australia;grasshopper club zurich;504;Switzerland;300 Tsd €;ablösefrei
;;293742;30.10.2020;;515;;wellington phoenix;8445;Australia;50 Tsd €;-
;;293742;01.07.2020;fortuna dusseldorf ii;4690;Germany;;515;;50 Tsd €;-
;;293742;01.07.2017;fortuna dusseldorf u19;6675;Germany;fortuna dusseldorf ii;4690;Germany;25 Tsd €;-
;;293742;01.07.2015;fortuna dusseldorf u17;23005;Germany;fortuna dusseldorf u19;6675;Germany;-;-
;;293742;01.07.2013;fortuna dusseldorf jugend;11955;Germany;fortuna dusseldorf u17;23005;Germany;-;-
;;293742;01.07.2012;blackburn rovers jugend;53243;England;fortuna dusseldorf jugend;11955;Germany;-;ablösefrei
;;620764;27.07.2022;fc kosova zurich;23396;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;ablösefrei
;;620764;27.07.2021;fc wohlen u23;8520;Switzerland;fc kosova zurich;23396;Switzerland;-;ablösefrei
;;620764;09.07.2020;sc cham jugend;53917;Switzerland;fc wohlen u23;8520;Switzerland;-;ablösefrei
;;620764;02.07.2019;team fc luzern sc kriens u17;25022;Switzerland;sc cham jugend;53917;Switzerland;-;ablösefrei
;;461595;29.08.2023;kv oostende;2861;Belgium;grasshopper club zurich;504;Switzerland;500 Tsd €;?
;;461595;02.07.2020;olympique lyon b;12764;France;kv oostende;2861;Belgium;-;ablösefrei
;;461595;30.06.2020;football bourg en bresse peronnas 01;2972;France;olympique lyon b;12764;France;-;Leih Ende
;;461595;02.09.2019;olympique lyon b;12764;France;football bourg en bresse peronnas 01;2972;France;-;Leihe
;;461595;01.01.2018;olympique lyon u19;7813;France;olympique lyon b;12764;France;-;-
;;461595;01.01.2017;olympique lyon jugend;69570;France;olympique lyon u19;7813;France;-;-
;;500748;01.07.2021;grasshopper club zurich u21;5502;Switzerland;grasshopper club zurich;504;Switzerland;-;-
;;500748;01.07.2019;grasshopper club zurich u18;14543;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;-
;;500748;01.07.2017;grasshopper club zurich u16;32339;Switzerland;grasshopper club zurich u18;14543;Switzerland;-;-
;;183448;01.07.2023;fc st gallen 1879;257;Switzerland;grasshopper club zurich;504;Switzerland;300 Tsd €;ablösefrei
;;183448;12.07.2021;neuchatel xamax fcs;625;Switzerland;fc st gallen 1879;257;Switzerland;200 Tsd €;ablösefrei
;;183448;15.09.2020;fc zurich;260;Switzerland;neuchatel xamax fcs;625;Switzerland;100 Tsd €;ablösefrei
;;183448;01.07.2016;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;50 Tsd €;-
;;183448;01.07.2013;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;333815;17.07.2023;sparta rotterdam;468;Netherlands;grasshopper club zurich;504;Switzerland;650 Tsd €;ablösefrei
;;333815;16.01.2019;psv eindhoven ii;9715;Netherlands;sparta rotterdam;468;Netherlands;125 Tsd €;?
;;333815;01.07.2016;psv eindhoven u19;4575;Netherlands;psv eindhoven ii;9715;Netherlands;75 Tsd €;-
;;333815;01.07.2014;psv eindhoven u17;39212;Netherlands;psv eindhoven u19;4575;Netherlands;-;-
;;333815;01.07.2009;willem ii tilburg jugend;32807;Netherlands;psv eindhoven jugend;32801;Netherlands;-;ablösefrei
;;704412;30.06.2024;grasshopper club zurich;504;Switzerland;sc kriens;2074;Switzerland;300 Tsd €;Leih Ende
;;704412;06.07.2022;sc kriens;2074;Switzerland;grasshopper club zurich;504;Switzerland;50 Tsd €;Leihe
;;704412;25.07.2021;ac bellinzona;2047;Switzerland;sc kriens;2074;Switzerland;-;?
;;704412;01.01.2021;team ticino u18;15596;Switzerland;ac bellinzona;2047;Switzerland;-;-
;;704412;01.07.2019;team ticino u16;8147;Switzerland;team ticino u18;15596;Switzerland;-;-
;;807941;24.08.2023;grasshopper club zurich u21;5502;Switzerland;grasshopper club zurich;504;Switzerland;10 Tsd €;-
;;807941;01.07.2022;grasshopper club zurich u18;14543;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;-
;;807941;01.07.2021;grasshopper club zurich u17;59526;Switzerland;grasshopper club zurich u18;14543;Switzerland;-;-
;;66005;01.07.2021;sc freiburg;60;Germany;grasshopper club zurich;504;Switzerland;800 Tsd €;ablösefrei
;;66005;30.06.2021;fc basel 1893;26;Switzerland;sc freiburg;60;Germany;800 Tsd €;Leih Ende
;;66005;27.01.2021;sc freiburg;60;Germany;fc basel 1893;26;Switzerland;1,00 Mio €;Leihe
;;66005;01.07.2015;grasshopper club zurich;504;Switzerland;sc freiburg;60;Germany;2,25 Mio €;ablösefrei
;;66005;01.07.2011;fc winterthur;242;Switzerland;grasshopper club zurich;504;Switzerland;600 Tsd €;150 Tsd €
